Working_Year,Designation,Experience,Employment_Status,Salary_In_Rupees,Employee_Location,Company_Location,Company_Size,Remote_Working_Ratio,Salary_Currency,salary_in_usd,Salary_In_USD
2024-01-01,Data Analyst,EN,FT,80000,US,US,M,100,USD,80000.0,80000.0
2024-01-01,Data Analyst,EN,FT,80000,US,US,M,0,USD,80000.0,80000.0
2024-01-01,Data Analyst,SE,FT,80000,US,US,M,0,USD,80000.0,80000.0
2024-01-01,Data Analyst,SE,FT,80000,IE,IE,M,0,USD,80000.0,80000.0
2024-01-01,Data Analyst,MI,FT,80000,US,US,M,0,USD,80000.0,80000.0
2024-01-01,Data Analyst,EN,FT,80080,US,US,M,0,USD,80080.0,80080.0
2024-01-01,Data Analyst,SE,FT,140726,US,US,M,0,USD,140726.0,140726.0
2024-01-01,Data Analyst,MI,FT,81200,US,US,M,0,USD,81200.0,81200.0
2024-01-01,Data Analyst,SE,FT,140000,US,US,M,0,USD,140000.0,140000.0
2024-01-01,Data Analyst,MI,FT,140000,US,US,M,0,USD,140000.0,140000.0
2024-01-01,Data Analyst,SE,FT,140000,CA,CA,M,0,USD,140000.0,140000.0
2024-01-01,Data Analyst,MI,FT,85000,US,US,M,100,USD,85000.0,85000.0
2024-01-01,Data Analyst,SE,FT,140000,US,US,M,100,USD,140000.0,140000.0
2024-01-01,Data Analyst,EN,FT,140000,US,US,M,0,USD,140000.0,140000.0
2024-01-01,Data Analyst,EN,FT,83646,CA,CA,M,0,USD,83646.0,83646.0
2024-01-01,Data Analyst,SE,FT,83576,US,US,M,0,USD,83576.0,83576.0
2024-01-01,Data Analyst,SE,FT,84870,US,US,M,0,USD,84870.0,84870.0
2024-01-01,Data Analyst,MI,FT,84000,US,US,M,0,USD,84000.0,84000.0
2024-01-01,Data Analyst,EN,FT,84000,US,US,M,0,USD,84000.0,84000.0
2024-01-01,Data Analyst,EN,FT,84105,US,US,M,0,USD,84105.0,84105.0
2024-01-01,Data Analyst,EN,FT,77000,US,US,M,100,USD,77000.0,77000.0
2024-01-01,Data Analyst,SE,FT,77000,US,US,M,100,USD,77000.0,77000.0
2024-01-01,Data Analyst,MI,FT,77000,US,US,M,0,USD,77000.0,77000.0
2024-01-01,Data Analyst,EN,FT,76500,US,US,M,0,USD,76500.0,76500.0
2024-01-01,Data Analyst,SE,FT,76000,US,US,M,0,USD,76000.0,76000.0
2024-01-01,Data Analyst,EN,FT,76095,US,US,M,0,USD,76095.0,76095.0
2024-01-01,Data Analyst,EN,FT,77265,US,US,M,0,USD,77265.0,77265.0
2024-01-01,Data Analyst,SE,FT,79000,US,US,M,0,USD,79000.0,79000.0
2024-01-01,Data Analyst,MI,FT,77280,US,US,M,0,USD,77280.0,77280.0
2024-01-01,Data Analyst,MI,FT,78000,CA,CA,M,0,USD,78000.0,78000.0
2024-01-01,Data Analyst,MI,FT,78000,US,US,M,0,USD,78000.0,78000.0
2024-01-01,Data Analyst,MI,FT,78575,US,US,M,0,USD,78575.0,78575.0
2024-01-01,Data Analyst,EN,FT,75800,US,US,M,0,USD,75800.0,75800.0
2024-01-01,Data Analyst,EN,FT,75000,US,US,M,100,USD,75000.0,75000.0
2024-01-01,Data Analyst,SE,FT,142500,AU,AU,M,0,USD,142500.0,142500.0
2024-01-01,Data Analyst,EN,FT,75000,US,US,M,0,USD,75000.0,75000.0
2024-01-01,Data Analyst,EN,FT,75065,US,US,M,100,USD,75065.0,75065.0
2024-01-01,Data Analyst,SE,FT,75300,US,US,M,0,USD,75300.0,75300.0
2024-01-01,Data Analyst,EN,FT,75700,US,US,M,0,USD,75700.0,75700.0
2024-01-01,Data Analyst,EN,FT,75000,GB,GB,M,0,GBP,93750.0,75000.0
2024-01-01,Data Analyst,EN,FT,75000,FR,FR,M,0,EUR,83333.0,75000.0
2024-01-01,Data Analyst,SE,FT,75000,US,US,M,0,USD,75000.0,75000.0
2024-01-01,Data Analyst,MI,FT,75000,US,US,M,100,USD,75000.0,75000.0
2024-01-01,Data Analyst,SE,FT,141375,US,US,M,100,USD,141375.0,141375.0
2024-01-01,Data Analyst,MI,FT,160000,US,US,M,0,USD,160000.0,160000.0
2024-01-01,Data Analyst,SE,FT,234000,US,US,M,0,USD,234000.0,234000.0
2024-01-01,Data Analyst,MI,FT,160000,US,US,M,100,USD,160000.0,160000.0
2024-01-01,Data Analyst,MI,FT,79900,US,US,M,100,USD,79900.0,79900.0
2024-01-01,Data Analyst,MI,FT,79645,US,US,M,100,USD,79645.0,79645.0
2024-01-01,Data Analyst,EN,FT,160000,US,US,M,0,USD,160000.0,160000.0
2024-01-01,Data Analyst,SE,FT,160000,US,US,M,0,USD,160000.0,160000.0
2024-01-01,Data Analyst,EX,FT,160000,US,US,M,0,USD,160000.0,160000.0
2024-01-01,Data Analyst,MI,FT,65000,US,US,M,0,USD,65000.0,65000.0
2024-01-01,Data Analyst,MI,FT,153000,US,US,M,0,USD,153000.0,153000.0
2024-01-01,Data Analyst,SE,FT,47215,GB,GB,M,0,GBP,59018.0,47215.0
2024-01-01,Data Analyst,EN,FT,153000,US,US,M,100,USD,153000.0,153000.0
2024-01-01,Data Analyst,EN,FT,47500,US,US,M,0,USD,47500.0,47500.0
2024-01-01,Data Analyst,SE,FT,153000,US,US,M,0,USD,153000.0,153000.0
2024-01-01,Data Analyst,EN,FT,45700,US,US,M,0,USD,45700.0,45700.0
2024-01-01,Data Analyst,MI,FT,48067,US,US,M,100,USD,48067.0,48067.0
2024-01-01,Data Analyst,EN,PT,45400,US,US,M,0,USD,45400.0,45400.0
2024-01-01,Data Analyst,MI,FT,42400,US,US,M,0,USD,42400.0,42400.0
2024-01-01,Data Analyst,SE,FT,42245,GB,GB,M,0,GBP,52806.0,42245.0
2024-01-01,Data Analyst,EN,FT,41419,US,US,M,100,USD,41419.0,41419.0
2024-01-01,Data Analyst,SE,FT,152000,US,US,M,0,USD,152000.0,152000.0
2024-01-01,Data Analyst,SE,FT,149300,US,US,M,0,USD,149300.0,149300.0
2024-01-01,Data Analyst,MI,FT,52100,US,US,M,0,USD,52100.0,52100.0
2024-01-01,Data Analyst,EN,FT,154818,US,US,M,0,USD,154818.0,154818.0
2024-01-01,Data Analyst,EN,FT,51500,US,US,M,0,USD,51500.0,51500.0
2024-01-01,Data Analyst,MI,FT,149000,US,US,M,100,USD,149000.0,149000.0
2024-01-01,Data Analyst,MI,FT,54000,CA,CA,M,0,USD,54000.0,54000.0
2024-01-01,Data Analyst,EN,FT,54000,FR,FR,M,0,EUR,60000.0,54000.0
2024-01-01,Data Analyst,EN,FT,53300,US,US,M,0,USD,53300.0,53300.0
2024-01-01,Data Analyst,SE,FT,153900,US,US,M,0,USD,153900.0,153900.0
2024-01-01,Data Analyst,MI,FT,154000,US,US,M,0,USD,154000.0,154000.0
2024-01-01,Data Analyst,EN,FT,154000,US,US,M,0,USD,154000.0,154000.0
2024-01-01,Data Analyst,EN,FT,291900,US,US,M,0,USD,291900.0,291900.0
2024-01-01,Data Analyst,EN,FT,50490,NL,NL,M,0,EUR,56100.0,50490.0
2024-01-01,Data Analyst,EN,FT,51000,US,US,M,100,USD,51000.0,51000.0
2024-01-01,Data Analyst,MI,FT,51175,US,US,M,0,USD,51175.0,51175.0
2024-01-01,Data Analyst,EX,FT,50000,GB,GB,M,0,GBP,62500.0,50000.0
2024-01-01,Data Analyst,EN,FT,50000,GB,GB,M,0,GBP,62500.0,50000.0
2024-01-01,Data Analyst,EN,FT,50000,FR,FR,M,0,EUR,55555.0,50000.0
2024-01-01,Data Analyst,EN,FT,50000,US,US,M,0,USD,50000.0,50000.0
2024-01-01,Data Analyst,EN,FT,40300,US,US,M,0,USD,40300.0,40300.0
2024-01-01,Data Analyst,EN,FT,26800,GB,GB,M,0,GBP,33500.0,26800.0
2024-01-01,Data Analyst,EN,FT,28069,LT,LT,M,0,EUR,31187.0,28069.0
2024-01-01,Data Analyst,MI,FT,32400,LV,LV,M,0,EUR,36000.0,32400.0
2024-01-01,Data Analyst,EN,FT,34000,GB,GB,M,0,GBP,42500.0,34000.0
2024-01-01,Data Analyst,EN,FT,33600,LT,LT,M,0,EUR,37333.0,33600.0
2024-01-01,Data Analyst,EN,FT,30000,BR,BR,M,0,USD,30000.0,30000.0
2024-01-01,Data Analyst,MI,FT,150000,US,US,M,100,USD,150000.0,150000.0
2024-01-01,Data Analyst,SE,FT,150000,US,US,M,100,USD,150000.0,150000.0
2024-01-01,Data Analyst,EN,FT,150000,US,US,M,100,USD,150000.0,150000.0
2024-01-01,Data Analyst,EN,FT,21000,ES,ES,M,0,EUR,23333.0,21000.0
2024-01-01,Data Analyst,EN,FT,774000,MX,MX,M,0,USD,774000.0,774000.0
2024-01-01,Lead Data Analyst,MI,FT,3300000,IN,IN,L,50,INR,39615.0,42900.0
2024-01-01,Data Analyst,SE,FT,150000,US,US,M,0,USD,150000.0,150000.0
2024-01-01,Data Analyst,SE,FT,750000,US,US,M,0,USD,750000.0,750000.0
2024-01-01,Data Analyst,EN,FT,26000,ES,ES,M,0,EUR,28888.0,26000.0
2024-01-01,Data Analyst,EN,FT,23000,GB,GB,M,0,GBP,28750.0,23000.0
2024-01-01,Data Analyst,EN,FT,39600,LT,LT,M,0,EUR,44000.0,39600.0
2024-01-01,Data Analyst,MI,FT,325000,US,US,M,0,USD,325000.0,325000.0
2024-01-01,Data Analyst,MI,FT,38400,LV,LV,M,0,EUR,42666.0,38400.0
2024-01-01,Admin & Data Analyst,MI,FT,38000,ES,ES,L,100,EUR,42222.0,38000.0
2024-01-01,BI Data Analyst,MI,FT,40000,GB,GB,L,50,GBP,50000.0,40000.0
2024-01-01,CRM Data Analyst,SE,PT,40000,AE,AE,L,100,USD,40000.0,40000.0
2024-01-01,Data Analyst,EN,FT,40000,BR,BR,M,0,USD,40000.0,40000.0
2024-01-01,Data Analyst,EN,FT,40100,LT,LT,M,0,EUR,44555.0,40100.0
2024-01-01,Data Analyst,EN,FT,40000,GB,GB,M,100,GBP,50000.0,40000.0
2024-01-01,Data Analyst,MI,FT,40000,GB,GB,M,0,GBP,50000.0,40000.0
2024-01-01,Data Analyst,EN,FT,36500,GB,GB,M,0,GBP,45625.0,36500.0
2024-01-01,Data Analyst,MI,FT,150000,US,US,M,0,USD,150000.0,150000.0
2024-01-01,Data Analyst,EN,FT,35000,GB,GB,M,100,GBP,43750.0,35000.0
2024-01-01,Data Analyst,MI,FT,35000,GB,GB,M,0,GBP,43750.0,35000.0
2024-01-01,Data Analyst,EN,FT,150700,US,US,M,0,USD,150700.0,150700.0
2024-01-01,Data Analyst,EN,FT,65750,US,US,M,0,USD,65750.0,65750.0
2024-01-01,Data Analyst,EN,FT,65000,US,US,M,0,USD,65000.0,65000.0
2024-01-01,Data Analyst,SE,FT,65000,GB,GB,M,0,GBP,81250.0,65000.0
2024-01-01,Data Analyst,EN,FT,65400,US,US,M,0,USD,65400.0,65400.0
2024-01-01,Data Analyst,EN,FT,65407,CA,CA,M,0,USD,65407.0,65407.0
2024-01-01,Data Analyst,MI,FT,65600,US,US,M,0,USD,65600.0,65600.0
2024-01-01,Data Analyst,EN,FT,66000,US,US,M,0,USD,66000.0,66000.0
2024-01-01,Data Analyst,EN,FT,66000,US,US,M,100,USD,66000.0,66000.0
2024-01-01,Data Analyst,SE,FT,157500,US,US,M,100,USD,157500.0,157500.0
2024-01-01,Data Analyst,MI,FT,68000,US,US,M,0,USD,68000.0,68000.0
2024-01-01,Data Analyst,EX,FT,68000,US,US,M,0,USD,68000.0,68000.0
2024-01-01,Data Analyst,EN,FT,68000,US,US,M,0,USD,68000.0,68000.0
2024-01-01,Data Analyst,EN,FT,66560,US,US,M,0,USD,66560.0,66560.0
2024-01-01,Data Analyst,EN,FT,66820,US,US,M,0,USD,66820.0,66820.0
2024-01-01,Data Analyst,SE,FT,145000,US,US,M,0,USD,145000.0,145000.0
2024-01-01,Data Analyst,SE,FT,145000,US,US,M,100,USD,145000.0,145000.0
2024-01-01,Data Analyst,EN,FT,85000,US,US,M,0,USD,85000.0,85000.0
2024-01-01,Data Analyst,EN,FT,65000,US,US,M,100,USD,65000.0,65000.0
2024-01-01,Data Analyst,SE,FT,68150,US,US,M,100,USD,68150.0,68150.0
2024-01-01,Data Analyst,MI,FT,70000,US,US,M,0,USD,70000.0,70000.0
2024-01-01,Data Analyst,EN,FT,70000,US,US,M,0,USD,70000.0,70000.0
2024-01-01,Data Analyst,EN,FT,70000,US,US,M,100,USD,70000.0,70000.0
2024-01-01,Data Analyst,EN,FT,69400,US,US,M,100,USD,69400.0,69400.0
2024-01-01,Data Analyst,MI,FT,158000,US,US,M,0,USD,158000.0,158000.0
2024-01-01,Data Analyst,EN,FT,157600,US,US,M,0,USD,157600.0,157600.0
2024-01-01,Data Analyst,SE,FT,68400,US,US,M,0,USD,68400.0,68400.0
2024-01-01,Data Analyst,EN,FT,158000,US,US,M,0,USD,158000.0,158000.0
2024-01-01,Data Analyst,SE,FT,158494,US,US,M,100,USD,158494.0,158494.0
2024-01-01,Data Analyst,EN,FT,64900,US,US,M,100,USD,64900.0,64900.0
2024-01-01,Data Analyst,SE,FT,155000,CA,CA,M,0,USD,155000.0,155000.0
2024-01-01,Data Analyst,EN,FT,58400,US,US,M,0,USD,58400.0,58400.0
2024-01-01,Data Analyst,MI,FT,58000,US,US,M,0,USD,58000.0,58000.0
2024-01-01,Data Analyst,MI,FT,147000,US,US,M,0,USD,147000.0,147000.0
2024-01-01,Data Analyst,EN,FT,147000,US,US,M,0,USD,147000.0,147000.0
2024-01-01,Data Analyst,SE,FT,155000,US,US,M,0,USD,155000.0,155000.0
2024-01-01,Data Analyst,SE,FT,59923,US,US,M,0,USD,59923.0,59923.0
2024-01-01,Data Analyst,EX,FT,55000,GB,GB,M,0,GBP,68750.0,55000.0
2024-01-01,Data Analyst,EN,FT,55000,GB,GB,M,0,GBP,68750.0,55000.0
2024-01-01,Data Analyst,EN,FT,55000,US,US,M,0,USD,55000.0,55000.0
2024-01-01,Data Analyst,MI,FT,55000,US,US,M,100,USD,55000.0,55000.0
2024-01-01,Data Analyst,SE,FT,55200,US,US,M,0,USD,55200.0,55200.0
2024-01-01,Data Analyst,EN,FT,57000,US,US,M,100,USD,57000.0,57000.0
2024-01-01,Data Analyst,EN,FT,57300,US,US,M,0,USD,57300.0,57300.0
2024-01-01,Data Analyst,EN,FT,57700,US,US,M,0,USD,57700.0,57700.0
2024-01-01,Data Analyst,EN,FT,55751,US,US,M,0,USD,55751.0,55751.0
2024-01-01,Data Analyst,EN,FT,61700,US,US,M,100,USD,61700.0,61700.0
2024-01-01,Data Analyst,MI,FT,61800,US,US,M,100,USD,61800.0,61800.0
2024-01-01,Data Analyst,EN,FT,61463,US,US,M,0,USD,61463.0,61463.0
2024-01-01,Data Analyst,MI,FT,60000,US,US,M,0,USD,60000.0,60000.0
2024-01-01,Data Analyst,SE,FT,60000,GB,GB,M,0,GBP,75000.0,60000.0
2024-01-01,Data Analyst,EN,FT,60080,US,US,M,0,USD,60080.0,60080.0
2024-01-01,Data Analyst,EN,FT,60500,US,US,M,0,USD,60500.0,60500.0
2024-01-01,Data Analyst,MI,FT,61000,US,US,M,0,USD,61000.0,61000.0
2024-01-01,Data Analyst,EN,FT,63000,US,US,M,0,USD,63000.0,63000.0
2024-01-01,Data Analyst,EN,FT,64000,US,US,M,100,USD,64000.0,64000.0
2024-01-01,Data Analyst,EN,FT,64500,US,US,M,0,USD,64500.0,64500.0
2024-01-01,Data Analyst,EN,FT,64600,US,US,M,0,USD,64600.0,64600.0
2024-01-01,Data Analyst,SE,FT,62300,US,US,M,0,USD,62300.0,62300.0
2024-01-01,BI Data Analyst,SE,FT,60000,DE,DE,S,50,EUR,66666.0,60000.0
2024-01-01,Data Analyst,EN,FT,60000,US,US,M,100,USD,60000.0,60000.0
2024-01-01,Data Analyst,EN,FT,156000,US,US,M,0,USD,156000.0,156000.0
2024-01-01,Data Analyst,SE,FT,146500,US,US,M,0,USD,146500.0,146500.0
2024-01-01,Data Analyst,SE,FT,156000,US,US,M,100,USD,156000.0,156000.0
2024-01-01,Data Analyst,EN,FT,60000,US,US,M,0,USD,60000.0,60000.0
2024-01-01,Data Analyst,SE,FT,146000,US,US,M,0,USD,146000.0,146000.0
2024-01-01,Data Analyst,SE,FT,85000,US,US,M,0,USD,85000.0,85000.0
2024-01-01,Data Analyst,EN,FT,112000,US,US,M,0,USD,112000.0,112000.0
2024-01-01,Data Analyst,SE,FT,193000,US,US,M,100,USD,193000.0,193000.0
2024-01-01,Data Analyst,MI,FT,112000,US,US,M,0,USD,112000.0,112000.0
2024-01-01,Data Analyst,MI,FT,113500,US,US,M,100,USD,113500.0,113500.0
2024-01-01,Data Analyst,EN,FT,113800,US,US,M,100,USD,113800.0,113800.0
2024-01-01,Data Analyst,SE,FT,112715,US,US,M,0,USD,112715.0,112715.0
2024-01-01,Data Analyst,SE,FT,192500,US,US,M,100,USD,192500.0,192500.0
2024-01-01,Data Analyst,EN,FT,192500,US,US,M,0,USD,192500.0,192500.0
2024-01-01,Data Analyst,SE,FT,111200,US,US,M,0,USD,111200.0,111200.0
2024-01-01,Data Analyst,EN,FT,195500,US,US,M,0,USD,195500.0,195500.0
2024-01-01,Data Analyst,SE,FT,111500,US,US,M,100,USD,111500.0,111500.0
2024-01-01,Data Analyst,EN,FT,111510,US,US,M,100,USD,111510.0,111510.0
2024-01-01,Data Analyst,MI,FT,130000,US,US,M,100,USD,130000.0,130000.0
2024-01-01,Data Analyst,SE,FT,130000,US,US,M,0,USD,130000.0,130000.0
2024-01-01,Data Analyst,SE,FT,190000,US,US,M,0,USD,190000.0,190000.0
2024-01-01,Data Analyst,EN,FT,115000,US,US,M,100,USD,115000.0,115000.0
2024-01-01,Data Analyst,EN,FT,115000,US,US,M,0,USD,115000.0,115000.0
2024-01-01,Data Analyst,SE,FT,115000,US,US,M,0,USD,115000.0,115000.0
2024-01-01,Data Analyst,SE,FT,115000,CA,CA,M,100,USD,115000.0,115000.0
2024-01-01,Data Analyst,EN,FT,130000,US,US,M,0,USD,130000.0,130000.0
2024-01-01,Data Analyst,SE,FT,130000,US,US,M,100,USD,130000.0,130000.0
2024-01-01,Data Analyst,EN,FT,114000,US,US,M,0,USD,114000.0,114000.0
2024-01-01,Data Analyst,EN,FT,130000,US,US,M,100,USD,130000.0,130000.0
2024-01-01,Data Analyst,SE,FT,109000,US,US,M,0,USD,109000.0,109000.0
2024-01-01,Data Analyst,SE,FT,109000,US,US,M,100,USD,109000.0,109000.0
2024-01-01,Data Analyst,SE,FT,109100,US,US,M,0,USD,109100.0,109100.0
2024-01-01,Data Analyst,EN,FT,170000,US,US,M,100,USD,170000.0,170000.0
2024-01-01,Data Analyst,EN,FT,133000,US,US,M,0,USD,133000.0,133000.0
2024-01-01,Data Analyst,EN,FT,109700,US,US,M,0,USD,109700.0,109700.0
2024-01-01,Data Analyst,SE,FT,132974,US,US,M,0,USD,132974.0,132974.0
2024-01-01,Data Analyst,SE,FT,109500,US,US,M,0,USD,109500.0,109500.0
2024-01-01,Data Analyst,MI,FT,134400,US,US,M,0,USD,134400.0,134400.0
2024-01-01,Data Analyst,SE,FT,107000,CA,CA,M,0,USD,107000.0,107000.0
2024-01-01,Data Analyst,SE,FT,107000,US,US,M,0,USD,107000.0,107000.0
2024-01-01,Data Analyst,SE,FT,134200,US,US,M,100,USD,134200.0,134200.0
2024-01-01,Data Analyst,SE,FT,107197,US,US,M,0,USD,107197.0,107197.0
2024-01-01,Data Analyst,MI,FT,107500,US,US,M,0,USD,107500.0,107500.0
2024-01-01,Data Analyst,SE,FT,170000,US,US,M,100,USD,170000.0,170000.0
2024-01-01,Data Analyst,EN,FT,106960,US,US,M,0,USD,106960.0,106960.0
2024-01-01,Data Analyst,SE,FT,134500,US,US,M,0,USD,134500.0,134500.0
2024-01-01,Data Analyst,MI,FT,134500,US,US,M,0,USD,134500.0,134500.0
2024-01-01,Data Analyst,EN,FT,106875,US,US,M,0,USD,106875.0,106875.0
2024-01-01,Data Analyst,EN,FT,108000,US,US,M,0,USD,108000.0,108000.0
2024-01-01,Data Analyst,SE,FT,133650,US,US,M,100,USD,133650.0,133650.0
2024-01-01,Data Analyst,SE,FT,133504,US,US,M,0,USD,133504.0,133504.0
2024-01-01,Data Analyst,SE,FT,108334,US,US,M,0,USD,108334.0,108334.0
2024-01-01,Data Analyst,MI,FT,107755,US,US,M,100,USD,107755.0,107755.0
2024-01-01,Data Analyst,SE,FT,110000,US,US,M,0,USD,110000.0,110000.0
2024-01-01,Data Analyst,MI,FT,110000,US,US,M,100,USD,110000.0,110000.0
2024-01-01,Data Analyst,EN,FT,110000,US,US,M,100,USD,110000.0,110000.0
2024-01-01,Data Analyst,SE,FT,131712,US,US,M,0,USD,131712.0,131712.0
2024-01-01,Data Analyst,EN,FT,110000,US,US,M,0,USD,110000.0,110000.0
2024-01-01,Data Analyst,SE,FT,131414,US,US,M,100,USD,131414.0,131414.0
2024-01-01,Data Analyst,MI,FT,195600,US,US,M,100,USD,195600.0,195600.0
2024-01-01,Data Analyst,MI,FT,110000,US,US,M,0,USD,110000.0,110000.0
2024-01-01,Data Analyst,SE,FT,171000,US,US,M,0,USD,171000.0,171000.0
2024-01-01,Data Analyst,SE,FT,132500,US,US,M,100,USD,132500.0,132500.0
2024-01-01,Data Analyst,SE,FT,197100,US,US,M,100,USD,197100.0,197100.0
2024-01-01,Data Analyst,EN,FT,132000,US,US,M,0,USD,132000.0,132000.0
2024-01-01,Data Analyst,MI,FT,123600,US,US,M,100,USD,123600.0,123600.0
2024-01-01,Data Analyst,EN,FT,123625,US,US,M,0,USD,123625.0,123625.0
2024-01-01,Data Analyst,EN,FT,124000,US,US,M,0,USD,124000.0,124000.0
2024-01-01,Data Analyst,EN,FT,179000,US,US,M,0,USD,179000.0,179000.0
2024-01-01,Data Analyst,EN,FT,181610,US,US,M,0,USD,181610.0,181610.0
2024-01-01,Data Analyst,MI,FT,177000,US,US,M,100,USD,177000.0,177000.0
2024-01-01,Data Analyst,EN,FT,184180,US,US,M,0,USD,184180.0,184180.0
2024-01-01,Data Analyst,SE,FT,120000,US,US,M,100,USD,120000.0,120000.0
2024-01-01,Data Analyst,MI,FT,120000,US,US,M,0,USD,120000.0,120000.0
2024-01-01,Data Analyst,MI,FT,121000,US,US,M,0,USD,121000.0,121000.0
2024-01-01,Data Analyst,EN,FT,122328,US,US,M,0,USD,122328.0,122328.0
2024-01-01,Data Analyst,SE,FT,122500,US,US,M,100,USD,122500.0,122500.0
2024-01-01,Data Analyst,SE,FT,128800,US,US,M,0,USD,128800.0,128800.0
2024-01-01,Data Analyst,MI,FT,129118,US,US,M,0,USD,129118.0,129118.0
2024-01-01,Data Analyst,EN,FT,180700,US,US,M,0,USD,180700.0,180700.0
2024-01-01,Data Analyst,SE,FT,125000,US,US,M,0,USD,125000.0,125000.0
2024-01-01,Data Analyst,SE,FT,126000,US,US,M,0,USD,126000.0,126000.0
2024-01-01,Data Analyst,SE,FT,126667,US,US,M,0,USD,126667.0,126667.0
2024-01-01,Data Analyst,SE,FT,126480,US,US,M,0,USD,126480.0,126480.0
2024-01-01,Data Analyst,EX,FT,125000,US,US,M,0,USD,125000.0,125000.0
2024-01-01,Data Analyst,SE,FT,180400,US,US,M,0,USD,180400.0,180400.0
2024-01-01,Data Analyst,MI,FT,180000,US,US,M,0,USD,180000.0,180000.0
2024-01-01,Data Analyst,MI,FT,120000,US,US,M,100,USD,120000.0,120000.0
2024-01-01,Data Analyst,SE,FT,117000,US,US,M,0,USD,117000.0,117000.0
2024-01-01,Data Analyst,MI,FT,117000,US,US,M,0,USD,117000.0,117000.0
2024-01-01,Data Analyst,SE,FT,116800,US,US,M,0,USD,116800.0,116800.0
2024-01-01,Data Analyst,SE,FT,187770,US,US,M,0,USD,187770.0,187770.0
2024-01-01,Data Analyst,SE,FT,117000,US,US,M,100,USD,117000.0,117000.0
2024-01-01,Data Analyst,SE,FT,117725,US,US,M,100,USD,117725.0,117725.0
2024-01-01,Data Analyst,EN,FT,118750,US,US,M,0,USD,118750.0,118750.0
2024-01-01,Data Analyst,MI,FT,119000,US,US,M,0,USD,119000.0,119000.0
2024-01-01,Data Analyst,MI,FT,118000,US,US,M,0,USD,118000.0,118000.0
2024-01-01,Data Analyst,EN,FT,118000,US,US,M,0,USD,118000.0,118000.0
2024-01-01,Data Analyst,MI,FT,187000,US,US,M,0,USD,187000.0,187000.0
2024-01-01,Data Analyst,SE,FT,115765,US,US,M,0,USD,115765.0,115765.0
2024-01-01,Data Analyst,SE,FT,173000,US,US,M,0,USD,173000.0,173000.0
2024-01-01,Data Analyst,EN,FT,116013,US,US,M,0,USD,116013.0,116013.0
2024-01-01,Data Analyst,SE,FT,174000,US,US,M,100,USD,174000.0,174000.0
2024-01-01,Data Analyst,SE,FT,116000,US,US,M,100,USD,116000.0,116000.0
2024-01-01,Data Analyst,SE,FT,120000,US,US,M,0,USD,120000.0,120000.0
2024-01-01,Data Analyst,EN,FT,120000,US,US,M,100,USD,120000.0,120000.0
2024-01-01,Data Analyst,SE,FT,175520,US,US,M,0,USD,175520.0,175520.0
2024-01-01,Data Analyst,EX,FT,120000,US,US,M,0,USD,120000.0,120000.0
2024-01-01,Data Analyst,EN,FT,120000,US,US,M,0,USD,120000.0,120000.0
2024-01-01,Data Analyst,SE,FT,120000,CA,CA,M,0,USD,120000.0,120000.0
2024-01-01,Data Analyst,SE,FT,185000,US,US,M,0,USD,185000.0,185000.0
2024-01-01,Data Analyst,SE,FT,175000,US,US,M,100,USD,175000.0,175000.0
2024-01-01,Data Analyst,SE,FT,175000,US,US,M,0,USD,175000.0,175000.0
2024-01-01,Data Analyst,EX,FT,175000,US,US,M,0,USD,175000.0,175000.0
2024-01-01,Data Analyst,EN,FT,93500,US,US,M,0,USD,93500.0,93500.0
2024-01-01,Data Analyst,MI,FT,165500,US,US,M,100,USD,165500.0,165500.0
2024-01-01,Data Analyst,SE,FT,165900,US,US,M,0,USD,165900.0,165900.0
2024-01-01,Data Analyst,SE,FT,138800,US,US,M,0,USD,138800.0,138800.0
2024-01-01,Data Analyst,SE,FT,93000,US,US,M,0,USD,93000.0,93000.0
2024-01-01,Data Analyst,EN,FT,93000,US,US,M,0,USD,93000.0,93000.0
2024-01-01,Data Analyst,EN,PT,93000,US,US,M,0,USD,93000.0,93000.0
2024-01-01,Data Analyst,EN,FT,92700,US,US,M,100,USD,92700.0,92700.0
2024-01-01,Data Analyst,EN,FT,92810,US,US,M,0,USD,92810.0,92810.0
2024-01-01,Data Analyst,SE,FT,165000,US,US,M,100,USD,165000.0,165000.0
2024-01-01,Data Analyst,EN,FT,94600,US,US,M,0,USD,94600.0,94600.0
2024-01-01,Data Analyst,MI,FT,95000,US,US,M,0,USD,95000.0,95000.0
2024-01-01,Data Analyst,SE,FT,96500,US,US,M,100,USD,96500.0,96500.0
2024-01-01,Data Analyst,SE,FT,96600,US,US,M,0,USD,96600.0,96600.0
2024-01-01,Data Analyst,MI,FT,96475,US,US,M,100,USD,96475.0,96475.0
2024-01-01,Data Analyst,SE,FT,96000,US,US,M,0,USD,96000.0,96000.0
2024-01-01,Data Analyst,EN,FT,96000,US,US,M,100,USD,96000.0,96000.0
2024-01-01,Data Analyst,SE,FT,94800,US,US,M,100,USD,94800.0,94800.0
2024-01-01,Data Analyst,EN,FT,95000,US,US,M,100,USD,95000.0,95000.0
2024-01-01,Data Analyst,MI,FT,138000,US,US,M,0,USD,138000.0,138000.0
2024-01-01,Data Analyst,EN,FT,138000,US,US,M,0,USD,138000.0,138000.0
2024-01-01,Data Analyst,EN,FT,95000,US,US,M,0,USD,95000.0,95000.0
