Unnamed: 0,Working_Year,Designation,Experience,Employment_Status,Salary_In_Rupees,Employee_Location,Company_Location,Company_Size,Remote_Working_Ratio,Salary_Currency,salary_in_usd,Salary_In_USD
,2024-01-01,ML Engineer,SE,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Data Scientist,SE,FT,130000,US,US,M,100,USD,130000,130000
,2024-01-01,Data Engineer,SE,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,BI Analyst,SE,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Research Engineer,MI,FT,190000,US,US,M,0,USD,190000,190000
,2024-01-01,Data Analyst,SE,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Data Scientist,MI,FT,190000,US,US,M,100,USD,190000,190000
,2024-01-01,Data Science Director,EX,FT,190000,US,US,M,0,USD,190000,190000
,2024-01-01,Data Scientist,SE,FT,190000,US,US,M,0,USD,190000,190000
,2024-01-01,Analytics Engineer,MI,FT,190000,US,US,M,0,USD,190000,190000
,2024-01-01,Analytics Engineer,MI,FT,190000,US,US,M,0,USD,190000,190000
,2024-01-01,AI Engineer,SE,FT,190000,US,US,M,0,USD,190000,190000
,2024-01-01,Data Engineer,SE,FT,190000,US,US,M,0,USD,190000,190000
,2024-01-01,AI Scientist,SE,FT,190000,US,US,M,100,USD,190000,190000
,2024-01-01,Data Scientist,SE,FT,190000,US,US,M,100,USD,190000,190000
,2024-01-01,Machine Learning Engineer,SE,FT,190000,US,US,M,100,USD,190000,190000
,2024-01-01,Data Scientist,SE,FT,190000,US,US,M,0,USD,190000,190000
,2024-01-01,Business Intelligence Engineer,SE,FT,190000,US,US,M,0,USD,190000,190000
,2024-01-01,Data Engineer,SE,FT,190000,US,US,M,100,USD,190000,190000
,2024-01-01,Data Analyst,SE,FT,190000,US,US,M,0,USD,190000,190000
,2024-01-01,Data Analyst,SE,FT,190000,US,US,M,0,USD,190000,190000
,2024-01-01,Machine Learning Engineer,SE,FT,190000,US,US,M,100,USD,190000,190000
,2024-01-01,Data Engineer,SE,FT,190000,US,US,M,100,USD,190000,190000
,2024-01-01,Data Engineer,SE,FT,190000,US,US,M,100,USD,190000,190000
,2024-01-01,Data Scientist,SE,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Analytics Engineer,MI,FT,130000,GB,GB,M,100,GBP,162500,130000
,2024-01-01,Data Engineer,MI,FT,115000,US,US,M,0,USD,115000,115000
,2024-01-01,Data Analyst,EN,FT,115000,US,US,M,100,USD,115000,115000
,2024-01-01,Data Architect,SE,FT,115000,US,US,M,0,USD,115000,115000
,2024-01-01,Data Scientist,SE,FT,115000,US,US,M,100,USD,115000,115000
,2024-01-01,Data Analyst,EN,FT,115000,US,US,M,0,USD,115000,115000
,2024-01-01,Data Analyst,SE,FT,115000,US,US,M,0,USD,115000,115000
,2024-01-01,Data Analyst,EN,FT,115000,US,US,M,0,USD,115000,115000
,2024-01-01,Data Scientist,SE,FT,115000,US,US,M,0,USD,115000,115000
,2024-01-01,Research Analyst,EN,FT,115000,US,US,M,100,USD,115000,115000
,2024-01-01,Data Engineer,MI,FT,115000,US,US,M,100,USD,115000,115000
,2024-01-01,Analytics Engineer,MI,FT,115000,US,US,M,0,USD,115000,115000
,2024-01-01,Data Analyst,SE,FT,115000,US,US,M,0,USD,115000,115000
,2024-01-01,Data Engineer,EN,FT,115000,US,US,M,100,USD,115000,115000
,2024-01-01,Data Engineer,MI,FT,115000,US,US,M,100,USD,115000,115000
,2024-01-01,Data Engineer,SE,FT,115000,US,US,M,100,USD,115000,115000
,2024-01-01,Data Analyst,SE,FT,115000,US,US,M,0,USD,115000,115000
,2024-01-01,Business Intelligence,SE,FT,115000,US,US,M,0,USD,115000,115000
,2024-01-01,Data Scientist,MI,FT,115000,US,US,M,0,USD,115000,115000
,2024-01-01,Business Intelligence Engineer,SE,FT,115000,US,US,M,100,USD,115000,115000
,2024-01-01,Data Engineer,MI,FT,115000,US,US,M,0,USD,115000,115000
,2024-01-01,Data Engineer,MI,FT,115000,US,US,M,100,USD,115000,115000
,2024-01-01,Data Engineer,SE,FT,115000,US,US,M,0,USD,115000,115000
,2024-01-01,Data Analyst,EN,FT,115000,US,US,M,0,USD,115000,115000
,2024-01-01,Data Analyst,SE,FT,115000,US,US,M,0,USD,115000,115000
,2024-01-01,Data Analyst,EN,FT,115000,US,US,M,0,USD,115000,115000
,2024-01-01,Data Analyst,SE,FT,115000,CA,CA,M,100,USD,115000,115000
,2024-01-01,Data Integration Engineer,EN,FT,115000,US,US,M,100,USD,115000,115000
,2024-01-01,Analytics Engineer,SE,FT,190000,US,US,M,100,USD,190000,190000
,2024-01-01,Data Scientist,SE,FT,115000,US,US,M,0,USD,115000,115000
,2024-01-01,Data Analyst,SE,FT,115000,US,US,M,0,USD,115000,115000
,2024-01-01,Data Analyst,EN,FT,115000,US,US,M,0,USD,115000,115000
,2024-01-01,Data Engineer,SE,FT,115000,US,US,M,0,USD,115000,115000
,2024-01-01,Analytics Engineer,MI,FT,115000,US,US,M,0,USD,115000,115000
,2024-01-01,Data Engineer,EN,FT,115000,US,US,M,100,USD,115000,115000
,2024-01-01,Data Scientist,SE,FT,115000,US,US,M,100,USD,115000,115000
,2024-01-01,Data Analyst,SE,FT,115000,US,US,M,0,USD,115000,115000
,2024-01-01,BI Analyst,SE,FT,115000,US,US,M,0,USD,115000,115000
,2024-01-01,Machine Learning Engineer,SE,FT,195500,US,US,M,0,USD,195500,195500
,2024-01-01,Data Scientist,SE,FT,190000,CA,CA,M,0,USD,190000,190000
,2024-01-01,Research Engineer,SE,FT,190000,US,US,M,0,USD,190000,190000
,2024-01-01,Analytics Engineer,SE,FT,130000,US,US,M,100,USD,130000,130000
,2024-01-01,Data Scientist,SE,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Data Science,EX,FT,114638,CA,CA,M,0,USD,114638,114638
,2024-01-01,Data Scientist,SE,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,ML Ops Engineer,MI,FT,114800,US,US,M,0,USD,114800,114800
,2024-01-01,Data Analyst,EN,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Data Engineer,MI,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Machine Learning Engineer,MI,FT,130000,US,US,M,100,USD,130000,130000
,2024-01-01,Data Engineer,SE,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Data Engineer,EX,FT,191857,US,US,M,0,USD,191857,191857
,2024-01-01,Data Engineer,SE,FT,191857,US,US,M,0,USD,191857,191857
,2024-01-01,Data Scientist,SE,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Data Analyst,EN,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Data Scientist,MI,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Data Engineer,SE,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Data Scientist,MI,FT,114100,US,US,M,0,USD,114100,114100
,2024-01-01,Data Analyst,SE,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Data Engineer,SE,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Data Scientist,SE,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Machine Learning Engineer,SE,FT,172200,US,US,M,0,USD,172200,172200
,2024-01-01,Data Scientist,MI,FT,172200,US,US,M,0,USD,172200,172200
,2024-01-01,Data Science,MI,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Data Analytics Manager,MI,FT,130000,US,US,M,100,USD,130000,130000
,2024-01-01,Business Intelligence Analyst,EX,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Analytics Engineer,SE,FT,130000,US,US,M,100,USD,130000,130000
,2024-01-01,BI Analyst,SE,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Data Analyst,SE,FT,130000,US,US,M,100,USD,130000,130000
,2024-01-01,Data Analyst,EN,FT,114000,US,US,M,0,USD,114000,114000
,2024-01-01,Data Engineer,MI,FT,114000,US,US,M,100,USD,114000,114000
,2024-01-01,Data Engineer,SE,FT,114000,US,US,M,100,USD,114000,114000
,2024-01-01,Data Modeler,MI,FT,114000,CA,CA,M,0,USD,114000,114000
,2024-01-01,Data Scientist,MI,FT,114000,CH,CH,L,50,CHF,129545,114000
,2024-01-01,Data Operations Analyst,MI,FT,114000,US,US,M,0,USD,114000,114000
,2024-01-01,Data Science,MI,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Analytics Engineer,MI,FT,130000,GB,GB,M,100,GBP,162500,130000
,2024-01-01,Data Scientist,SE,FT,191500,US,US,M,0,USD,191500,191500
,2024-01-01,Data Engineer,SE,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Data Analyst,EN,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Data Engineer,SE,FT,190000,US,US,M,100,USD,190000,190000
,2024-01-01,Data Scientist,SE,FT,190000,US,US,M,100,USD,190000,190000
,2024-01-01,Analytics Engineer,SE,FT,190000,US,US,M,100,USD,190000,190000
,2024-01-01,Data Science,MI,FT,190000,US,US,M,0,USD,190000,190000
,2024-01-01,Business Intelligence,SE,FT,190000,US,US,M,100,USD,190000,190000
,2024-01-01,Data Engineer,SE,FT,190000,US,US,M,0,USD,190000,190000
,2024-01-01,Research Scientist,SE,FT,190000,US,US,M,0,USD,190000,190000
,2024-01-01,Data Quality Engineer,SE,FT,190000,US,US,M,0,USD,190000,190000
,2024-01-01,Data Scientist,SE,FT,190000,US,US,M,100,USD,190000,190000
,2024-01-01,Data Scientist,SE,FT,190000,US,US,M,100,USD,190000,190000
,2024-01-01,Data Engineer,SE,FT,190000,US,US,M,0,USD,190000,190000
,2024-01-01,Data Engineer,EX,FT,190000,US,US,M,0,USD,190000,190000
,2024-01-01,Data Scientist,SE,FT,190000,US,US,M,100,USD,190000,190000
,2024-01-01,Data Engineer,SE,FT,190000,AU,AU,M,0,USD,190000,190000
,2024-01-01,Data Scientist,MI,FT,190000,US,US,M,100,USD,190000,190000
,2024-01-01,Data Engineer,SE,FT,190000,US,US,M,0,USD,190000,190000
,2024-01-01,Data Engineer,SE,FT,130000,US,US,M,100,USD,130000,130000
,2024-01-01,Data Science,SE,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Data Engineer,SE,FT,190100,US,US,M,100,USD,190100,190100
,2024-01-01,Data Engineer,SE,FT,191311,US,US,M,100,USD,191311,191311
,2024-01-01,Data Scientist,SE,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Data Scientist,SE,FT,191027,US,US,M,0,USD,191027,191027
,2024-01-01,Data Scientist,SE,CT,191027,US,US,M,0,USD,191027,191027
,2024-01-01,Data Engineer,MI,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Data Engineer,MI,FT,130000,US,US,M,100,USD,130000,130000
,2024-01-01,Data Scientist,SE,FT,190600,US,US,M,100,USD,190600,190600
,2024-01-01,Data Scientist,SE,FT,190000,US,US,M,100,USD,190000,190000
,2024-01-01,Data Scientist,SE,FT,190500,CA,CA,M,100,USD,190500,190500
,2024-01-01,Machine Learning Engineer,SE,FT,190400,US,US,M,0,USD,190400,190400
,2024-01-01,Data Analyst,EN,FT,130000,US,US,M,100,USD,130000,130000
,2024-01-01,Machine Learning Engineer,MI,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Data Engineer,EX,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Data Engineer,MI,FT,130000,US,US,M,0,USD,130000,130000
,2024-01-01,Data Architect,SE,FT,190196,US,US,M,0,USD,190196,190196
,2024-01-01,Data Engineer,SE,FT,190196,US,US,M,0,USD,190196,190196
,2024-01-01,Data Science,EX,FT,190500,US,US,M,100,USD,190500,190500
,2024-01-01,Research Scientist,MI,FT,195500,US,US,M,100,USD,195500,195500
,2024-01-01,Data Operations Analyst,EN,FT,110500,US,US,M,0,USD,110500,110500
,2024-01-01,Research Scientist,SE,FT,195500,US,US,M,100,USD,195500,195500
,2024-01-01,Data Science,SE,FT,133200,US,US,M,0,USD,133200,133200
,2024-01-01,Data Scientist,SE,FT,133200,US,US,M,0,USD,133200,133200
,2024-01-01,Data Engineer,MI,FT,170000,US,US,M,100,USD,170000,170000
,2024-01-01,Data Science Consultant,SE,FT,109000,US,US,M,0,USD,109000,109000
,2024-01-01,Data Analyst,SE,FT,109000,US,US,M,0,USD,109000,109000
,2024-01-01,Data Engineer,MI,FT,109000,US,US,M,0,USD,109000,109000
,2024-01-01,Data Analyst,SE,FT,109000,US,US,M,100,USD,109000,109000
,2024-01-01,Data Scientist,SE,FT,109000,US,US,M,100,USD,109000,109000
,2024-01-01,Data Analyst,SE,FT,109000,US,US,M,0,USD,109000,109000
,2024-01-01,Data Science Consultant,SE,FT,109000,US,US,M,0,USD,109000,109000
,2024-01-01,Data Scientist,MI,FT,109000,US,US,M,100,USD,109000,109000
,2024-01-01,Data Analyst,SE,FT,109000,US,US,M,0,USD,109000,109000
,2024-01-01,Data Science Consultant,SE,FT,109000,US,US,M,0,USD,109000,109000
,2024-01-01,Data Engineer,MI,FT,109000,US,US,M,0,USD,109000,109000
,2024-01-01,Data Science Consultant,SE,FT,109000,US,US,M,0,USD,109000,109000
,2024-01-01,Data Scientist,SE,FT,133200,US,US,M,0,USD,133200,133200
,2024-01-01,Analytics Engineer,SE,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Data Scientist,SE,FT,133200,US,US,M,0,USD,133200,133200
,2024-01-01,Machine Learning Scientist,SE,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Data Engineer,SE,FT,108500,US,US,M,0,USD,108500,108500
,2024-01-01,Business Intelligence Engineer,SE,FT,108500,US,US,M,100,USD,108500,108500
,2024-01-01,Business Intelligence Engineer,SE,FT,108500,US,US,M,100,USD,108500,108500
,2024-01-01,Business Intelligence Engineer,SE,FT,108500,US,US,M,100,USD,108500,108500
,2024-01-01,Business Intelligence Engineer,SE,FT,108500,US,US,M,100,USD,108500,108500
,2024-01-01,Business Intelligence Engineer,SE,FT,108500,US,US,M,100,USD,108500,108500
,2024-01-01,Data Science,SE,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Data Analytics Manager,MI,FT,108750,US,US,M,0,USD,108750,108750
,2024-01-01,Data Science,SE,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Analytics Engineer,MI,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Data Scientist,SE,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Data Engineer,MI,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Analytics Engineer,SE,FT,170000,US,US,M,100,USD,170000,170000
,2024-01-01,Machine Learning Engineer,EN,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Data Engineer,SE,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Data Scientist,SE,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Data Analyst,SE,FT,109100,US,US,M,0,USD,109100,109100
,2024-01-01,Data Analyst,EN,FT,170000,US,US,M,100,USD,170000,170000
,2024-01-01,Data Analyst,EN,FT,133000,US,US,M,0,USD,133000,133000
,2024-01-01,Data Scientist,MI,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Data Analyst,EN,FT,109700,US,US,M,0,USD,109700,109700
,2024-01-01,Data Engineer,SE,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Machine Learning Engineer,MI,FT,109920,US,US,M,0,USD,109920,109920
,2024-01-01,Data Scientist,SE,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Analytics Engineer,SE,FT,170000,US,US,M,100,USD,170000,170000
,2024-01-01,Data Scientist,SE,FT,170000,US,US,M,100,USD,170000,170000
,2024-01-01,Machine Learning Scientist,MI,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,AI Engineer,SE,FT,170000,US,US,M,100,USD,170000,170000
,2024-01-01,Data Scientist,SE,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Applied Scientist,MI,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Applied Scientist,MI,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Data Scientist,MI,FT,170000,US,US,M,100,USD,170000,170000
,2024-01-01,Data Science,SE,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Data Analyst,SE,FT,132974,US,US,M,0,USD,132974,132974
,2024-01-01,Data Scientist,SE,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Data Analyst,SE,FT,109500,US,US,M,0,USD,109500,109500
,2024-01-01,Data Science,MI,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Data Scientist,SE,FT,109400,US,US,M,0,USD,109400,109400
,2024-01-01,Research Analyst,EN,FT,133000,US,US,M,0,USD,133000,133000
,2024-01-01,Data Engineer,MI,FT,133000,US,US,M,0,USD,133000,133000
,2024-01-01,Data Scientist,MI,FT,133000,US,US,M,100,USD,133000,133000
,2024-01-01,Data Scientist,EN,FT,133000,US,US,M,0,USD,133000,133000
,2024-01-01,Data Engineer,MI,FT,133000,US,US,M,0,USD,133000,133000
,2024-01-01,Data Engineer,MI,FT,133000,US,US,M,0,USD,133000,133000
,2024-01-01,Data Scientist,MI,FT,133000,US,US,M,0,USD,133000,133000
,2024-01-01,Business Intelligence Engineer,SE,FT,108500,US,US,M,100,USD,108500,108500
,2024-01-01,Data Engineer,MI,FT,133000,US,US,M,0,USD,133000,133000
,2024-01-01,Data Engineer,MI,FT,133000,AU,AU,M,0,USD,133000,133000
,2024-01-01,Data Scientist,SE,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Applied Scientist,MI,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Machine Learning Engineer,SE,FT,170000,US,US,M,100,USD,170000,170000
,2024-01-01,Data Scientist,SE,FT,109400,US,US,M,0,USD,109400,109400
,2024-01-01,Data Scientist,SE,FT,109400,US,US,M,0,USD,109400,109400
,2024-01-01,Data Scientist,SE,FT,109400,US,US,M,0,USD,109400,109400
,2024-01-01,Data Scientist,EN,PT,133000,US,US,M,0,USD,133000,133000
,2024-01-01,Data Scientist,SE,FT,199700,US,US,M,0,USD,199700,199700
,2024-01-01,Data Engineer,MI,FT,108500,US,US,M,0,USD,108500,108500
,2024-01-01,Data Scientist,SE,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Data Analyst,MI,FT,134400,US,US,M,0,USD,134400,134400
,2024-01-01,Data Analyst,MI,FT,134400,US,US,M,0,USD,134400,134400
,2024-01-01,Data Analyst,SE,FT,107000,CA,CA,M,0,USD,107000,107000
,2024-01-01,Data Analyst,SE,FT,107000,US,US,M,0,USD,107000,107000
,2024-01-01,Data Analyst,SE,FT,107000,CA,CA,M,0,USD,107000,107000
,2024-01-01,Data Analyst,SE,FT,134200,US,US,M,100,USD,134200,134200
,2024-01-01,Data Analyst,SE,FT,134200,US,US,M,100,USD,134200,134200
,2024-01-01,Research Scientist,MI,FT,107100,US,US,M,0,USD,107100,107100
,2024-01-01,Data Analyst,SE,FT,107197,US,US,M,0,USD,107197,107197
,2024-01-01,Data Engineer,SE,FT,107440,US,US,M,100,USD,107440,107440
,2024-01-01,Analytics Engineer,MI,FT,134160,US,US,M,0,USD,134160,134160
,2024-01-01,Business Intelligence Engineer,MI,FT,134000,US,US,M,0,USD,134000,134000
,2024-01-01,Data Analyst,MI,FT,107500,US,US,M,0,USD,107500,107500
,2024-01-01,Data Analyst,SE,FT,170000,US,US,M,100,USD,170000,170000
,2024-01-01,Data Engineer,MI,FT,170000,US,US,M,100,USD,170000,170000
,2024-01-01,Data Strategist,MI,FT,134400,US,US,M,0,USD,134400,134400
,2024-01-01,Business Intelligence Analyst,MI,FT,107690,US,US,M,0,USD,107690,107690
,2024-01-01,Data Analyst,EN,FT,106960,US,US,M,0,USD,106960,106960
,2024-01-01,Data Scientist,SE,FT,106875,US,US,M,0,USD,106875,106875
,2024-01-01,Data Engineer,MI,FT,106500,US,US,M,0,USD,106500,106500
,2024-01-01,Data Engineer,SE,FT,106500,US,US,M,0,USD,106500,106500
,2024-01-01,Data Scientist,SE,FT,106605,US,US,M,0,USD,106605,106605
,2024-01-01,Data Scientist,SE,FT,106605,US,US,M,0,USD,106605,106605
,2024-01-01,Data Scientist,SE,FT,106605,US,US,M,0,USD,106605,106605
,2024-01-01,Data Scientist,MI,FT,106700,US,US,M,0,USD,106700,106700
,2024-01-01,Data Scientist,MI,FT,106700,US,US,M,0,USD,106700,106700
,2024-01-01,Business Intelligence,SE,FT,134900,US,US,M,0,USD,134900,134900
,2024-01-01,Data Engineer,MI,FT,134600,US,US,M,0,USD,134600,134600
,2024-01-01,Data Science,SE,FT,134530,US,US,M,0,USD,134530,134530
,2024-01-01,Data Analyst,SE,FT,134500,US,US,M,0,USD,134500,134500
,2024-01-01,Data Analyst,MI,FT,134500,US,US,M,0,USD,134500,134500
,2024-01-01,Data Analyst,MI,FT,134500,US,US,M,0,USD,134500,134500
,2024-01-01,Data Analyst,MI,FT,134500,US,US,M,0,USD,134500,134500
,2024-01-01,Data Engineer,MI,FT,106800,US,US,M,0,USD,106800,106800
,2024-01-01,Data Analyst,EN,FT,106875,US,US,M,0,USD,106875,106875
,2024-01-01,Data Scientist,SE,FT,107730,CA,CA,M,0,USD,107730,107730
,2024-01-01,AI Engineer,EX,FT,107730,CA,CA,M,0,USD,107730,107730
,2024-01-01,ML Engineer,SE,FT,107730,CA,CA,M,0,USD,107730,107730
,2024-01-01,Machine Learning Engineer,MI,FT,133903,US,US,M,100,USD,133903,133903
,2024-01-01,Data Analyst,EN,FT,108000,US,US,M,0,USD,108000,108000
,2024-01-01,Data Engineer,SE,FT,108000,US,US,M,100,USD,108000,108000
,2024-01-01,Data Analyst,EN,FT,108000,US,US,M,0,USD,108000,108000
,2024-01-01,Data Product Manager,SE,FT,170000,US,US,M,100,USD,170000,170000
,2024-01-01,Data Scientist,SE,FT,170000,US,US,M,100,USD,170000,170000
,2024-01-01,Data Scientist,SE,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Data Engineer,MI,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Data Scientist,SE,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Data Scientist,MI,FT,150000,US,US,M,100,USD,150000,150000
,2024-01-01,Data Engineer,SE,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Data Analyst,SE,FT,133650,US,US,M,100,USD,133650,133650
,2024-01-01,Data Analyst,SE,FT,133504,US,US,M,0,USD,133504,133504
,2024-01-01,Data Analyst,SE,FT,108334,US,US,M,0,USD,108334,108334
,2024-01-01,Analytics Engineer,SE,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Machine Learning Engineer,MI,FT,133903,US,US,M,100,USD,133903,133903
,2024-01-01,Data Engineer,SE,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Data Engineer,MI,FT,170000,US,US,M,100,USD,170000,170000
,2024-01-01,Data Scientist,SE,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Data Analyst,MI,FT,107755,US,US,M,100,USD,107755,107755
,2024-01-01,Data Engineer,MI,FT,107800,US,US,M,0,USD,107800,107800
,2024-01-01,Machine Learning Engineer,SE,FT,107800,US,US,M,0,USD,107800,107800
,2024-01-01,Data Scientist,SE,FT,170000,US,US,M,100,USD,170000,170000
,2024-01-01,Data Scientist,SE,FT,170000,US,US,M,100,USD,170000,170000
,2024-01-01,Machine Learning Engineer,SE,FT,170000,US,US,M,100,USD,170000,170000
,2024-01-01,Data Scientist,SE,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Data Scientist,SE,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Machine Learning Engineer,SE,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Machine Learning Engineer,MI,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Data Scientist,SE,FT,170000,US,US,M,100,USD,170000,170000
,2024-01-01,Data Scientist,SE,FT,170000,US,US,M,100,USD,170000,170000
,2024-01-01,Data Product Manager,SE,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,AI Engineer,SE,FT,170000,US,US,M,100,USD,170000,170000
,2024-01-01,ML Engineer,SE,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Data Pipeline Engineer,SE,FT,170000,US,US,M,0,USD,170000,170000
,2024-01-01,Analytics Engineer,SE,FT,170000,US,US,M,100,USD,170000,170000
,2024-01-01,Data Scientist,MI,FT,115000,US,US,M,100,USD,115000,115000
,2024-01-01,Data Engineer,SE,FT,199700,US,US,M,0,USD,199700,199700
,2024-01-01,Data Scientist,MI,FT,199700,US,US,M,0,USD,199700,199700
,2024-01-01,Data Engineer,SE,FT,110000,US,US,M,0,USD,110000,110000
,2024-01-01,Data Scientist,MI,FT,110000,US,US,M,100,USD,110000,110000
,2024-01-01,Data Scientist,SE,FT,110000,CA,CA,M,0,USD,110000,110000
,2024-01-01,Data Analyst,SE,FT,110000,US,US,M,0,USD,110000,110000
,2024-01-01,Data Engineer,SE,FT,110000,US,US,M,0,USD,110000,110000
,2024-01-01,Data Engineer,MI,FT,110000,US,US,M,0,USD,110000,110000
,2024-01-01,Data Integration Engineer,MI,FT,110000,US,US,M,0,USD,110000,110000
,2024-01-01,Data Modeler,SE,FT,110000,US,US,M,100,USD,110000,110000
,2024-01-01,Data Engineer,SE,FT,110000,US,US,M,0,USD,110000,110000
,2024-01-01,Data Analyst,SE,FT,110000,US,US,M,0,USD,110000,110000
,2024-01-01,Data Analyst,MI,FT,110000,US,US,M,100,USD,110000,110000
,2024-01-01,Data Scientist,MI,FT,110000,US,US,M,100,USD,110000,110000
,2024-01-01,Data Analyst,EN,FT,110000,US,US,M,100,USD,110000,110000
,2024-01-01,Data Analyst,SE,FT,110000,US,US,M,0,USD,110000,110000
,2024-01-01,Data Engineer,SE,FT,110000,US,US,M,0,USD,110000,110000
,2024-01-01,Analytics Engineer,SE,FT,110000,US,US,M,100,USD,110000,110000
,2024-01-01,Data Scientist,SE,FT,110000,US,US,M,0,USD,110000,110000
,2024-01-01,Data Science,SE,FT,110000,US,US,M,0,USD,110000,110000
,2024-01-01,Data Analyst,SE,FT,131712,US,US,M,0,USD,131712,131712
,2024-01-01,Data Product Manager,MI,FT,171000,US,US,M,100,USD,171000,171000
,2024-01-01,Data Modeler,SE,FT,171210,CA,CA,M,0,USD,171210,171210
,2024-01-01,Data Engineer,SE,FT,171210,CA,CA,M,100,USD,171210,171210
,2024-01-01,Data Architect,SE,FT,171210,CA,CA,M,0,USD,171210,171210
,2024-01-01,Data Scientist,MI,FT,171240,US,US,M,0,USD,171240,171240
,2024-01-01,Research Analyst,EN,FT,110000,US,US,M,0,USD,110000,110000
,2024-01-01,Data Engineer,MI,FT,110000,US,US,M,100,USD,110000,110000
,2024-01-01,Data Modeler,SE,FT,110000,US,US,M,100,USD,110000,110000
,2024-01-01,Analytics Engineer,SE,FT,110000,CA,CA,M,0,USD,110000,110000
,2024-01-01,MLOps Engineer,SE,FT,110000,US,US,M,0,USD,110000,110000
,2024-01-01,ML Engineer,SE,FT,110000,GB,GB,S,0,GBP,137500,110000
,2024-01-01,Data Lead,SE,FT,110000,US,US,M,100,USD,110000,110000
,2024-01-01,Data Engineer,EN,FT,110000,US,US,M,0,USD,110000,110000
,2024-01-01,Data Science,MI,FT,110000,US,US,M,0,USD,110000,110000
,2024-01-01,Data Science,SE,FT,110000,US,US,M,0,USD,110000,110000
,2024-01-01,Data Science Engineer,SE,FT,110000,UA,UA,M,0,USD,110000,110000
,2024-01-01,Data Engineer,SE,FT,110000,US,US,M,0,USD,110000,110000
